Unnamed: 0,timestamp,item_id,session_id,user_id
17,1440527654,2336,699,89
19,1440527730,2996,699,89
2,1440527786,874,699,89
3,1440527796,2999,699,89
4,1440527897,3000,699,89
5,1440527940,3001,699,89
7,1440528029,3003,699,89
9,1440528109,3005,699,89
12,1440528160,3008,699,89
14,1440528204,3010,699,89
0,1440579656,105,700,89
1,1440579670,2990,700,89
2,1440579699,40,700,89
3,1440579732,2986,700,89
4,1440579743,3011,700,89
5,1440579752,3012,700,89
6,1440579762,3013,700,89
7,1440579816,3014,700,89
8,1440579841,2989,700,89
9,1440579896,36,700,89
10,1440579915,3015,700,89
12,1440579936,37,700,89
13,1440579957,3016,700,89
15,1440579988,3017,700,89
16,1440580004,2992,700,89
17,1440580011,41,700,89
18,1440580026,2336,700,89
19,1440580056,3018,700,89
2,1440580138,2999,700,89
3,1440580213,470,700,89
6,1440580280,3003,700,89
0,1441264438,105,701,89
1,1441264481,41,701,89
2,1441264489,3012,701,89
3,1441264502,2988,701,89
4,1441264578,2999,701,89
5,1441264614,3020,701,89
6,1441264624,3021,701,89
7,1441264710,3022,701,89
8,1441264762,3023,701,89
9,1441264767,2965,701,89
12,1441264798,3000,701,89
13,1441264826,3013,701,89
14,1441264873,40,701,89
0,1443095679,11,702,89
1,1443095733,2984,702,89
2,1443095757,3026,702,89
3,1443095796,50,702,89
4,1443095823,3027,702,89
5,1443095830,1304,702,89
6,1443095881,3028,702,89
7,1443095960,3029,702,89
8,1443096004,8,702,89
9,1443096016,3030,702,89
0,1443437701,3028,703,89
1,1443437750,7,703,89
2,1443437755,11,703,89
3,1443437768,3031,703,89
4,1443437783,1304,703,89
5,1443437793,8,703,89
6,1443437807,63,703,89
7,1443437870,3030,703,89
8,1443437878,43,703,89
9,1443437901,3029,703,89
10,1443437936,3032,703,89
11,1443437962,3033,703,89
12,1443438015,3034,703,89
13,1443438036,24,703,89
14,1443438092,3035,703,89
17,1443438273,1512,703,89
18,1443438349,3038,703,89
1,1443438551,3041,703,89
7,1443438730,3046,703,89
8,1443438752,3047,703,89
10,1443438807,3048,703,89
0,1443780213,8,705,89
1,1443780228,1304,705,89
2,1443780245,3038,705,89
0,1444201844,10,706,89
1,1444201868,3053,706,89
2,1444201953,3054,706,89
0,1444315856,3048,707,89
1,1444315971,11,707,89
2,1444316220,15,707,89
4,1444316266,3056,707,89
0,1445031778,2984,708,89
1,1445031877,3028,708,89
2,1445031973,10,708,89
3,1445032067,3058,708,89
4,1445032085,15,708,89
5,1445032193,665,708,89
6,1445032349,3056,708,89
7,1445032406,31,708,89
8,1445032474,3059,708,89
9,1445032480,1513,708,89
10,1445032506,3060,708,89
0,1446394576,3061,709,89
1,1446394612,34,709,89
2,1446394696,1139,709,89
3,1446394716,665,709,89
4,1446394728,10,709,89
5,1446394772,3038,709,89
6,1446394795,3062,709,89
7,1446394823,3063,709,89
0,1442482358,3227,753,95
1,1442482368,1373,753,95
2,1442482379,3228,753,95
3,1442482399,3229,753,95
4,1442482455,3230,753,95
6,1442482486,3232,753,95
7,1442482517,993,753,95
9,1442482592,3234,753,95
10,1442482613,1778,753,95
0,1443242291,3236,754,95
1,1443242301,3227,754,95
2,1443242317,3237,754,95
3,1443242351,3230,754,95
5,1443242362,993,754,95
6,1443242433,3238,754,95
7,1443242462,3239,754,95
0,1443523849,3238,755,95
1,1443523901,3240,755,95
2,1443523926,3234,755,95
3,1443523941,3241,755,95
1,1441637167,3246,758,96
2,1441637195,3247,758,96
3,1441637222,3248,758,96
1,1441979253,3248,759,96
4,1441979369,3252,759,96
5,1441979425,3253,759,96
0,1444811024,3254,761,96
1,1444811038,2694,761,96
2,1444811143,3256,761,96
1,1441563468,3456,806,102
3,1441563506,3457,806,102
4,1441563590,3458,806,102
0,1441725638,3459,807,102
1,1441725910,3458,807,102
2,1441725946,3457,807,102
4,1441728630,3461,807,102
6,1441728954,3456,807,102
7,1441728963,3463,807,102
0,1442262879,3466,808,102
1,1442262923,3467,808,102
2,1442263052,3456,808,102
3,1442263084,3450,808,102
4,1442263125,3468,808,102
7,1442263357,3471,808,102
8,1442263358,3472,808,102
9,1442263359,2994,808,102
0,1442306830,3473,809,102
1,1442306900,3474,809,102
2,1442306997,3475,809,102
3,1442307024,3476,809,102
6,1442307166,3456,809,102
0,1441208026,2970,861,109
2,1441208219,2996,861,109
3,1441208229,2930,861,109
0,1444295416,2276,865,109
1,1444295445,1646,865,109
2,1444295454,2928,865,109
3,1444295462,3700,865,109
4,1444295476,3701,865,109
0,1444764482,3702,866,109
1,1444764509,2276,866,109
2,1444764576,2537,866,109
3,1444764796,3700,866,109
4,1444764910,3701,866,109
5,1444764928,3703,866,109
6,1444764980,3697,866,109
7,1444764988,3704,866,109
9,1444765073,3706,866,109
10,1444765187,3707,866,109
11,1444765391,3708,866,109
12,1444765391,3709,866,109
13,1444765391,3710,866,109
14,1444765391,2928,866,109
3,1444928300,3714,867,109
5,1444928324,3716,867,109
6,1444928397,3717,867,109
8,1444928471,3719,867,109
10,1444928506,3721,867,109
0,1440433227,3016,930,117
1,1440433261,3963,930,117
4,1440433366,3966,930,117
1,1440580272,3968,931,117
3,1440580401,3969,931,117
4,1440580413,3970,931,117
0,1441073434,3972,932,117
3,1441073531,3970,932,117
5,1441073628,3975,932,117
0,1441455721,1163,934,117
2,1441455923,3980,934,117
3,1441455937,3003,934,117
5,1441456007,3260,934,117
6,1441456069,3982,934,117
0,1443540052,4067,959,122
1,1443540111,4068,959,122
2,1443540296,4069,959,122
3,1443541134,4070,959,122
0,1444672872,4071,960,122
1,1444672921,3956,960,122
2,1444672933,1212,960,122
3,1444673023,4072,960,122
4,1444673086,4073,960,122
5,1444673151,4074,960,122
6,1444673358,4075,960,122
7,1444673517,4076,960,122
8,1444673708,4077,960,122
9,1444673876,4078,960,122
10,1444674191,4079,960,122
11,1444674240,4080,960,122
12,1444674319,4081,960,122
13,1444674324,4082,960,122
0,1444821808,4083,961,122
1,1444821899,4084,961,122
2,1444822012,4085,961,122
3,1444822032,4086,961,122
4,1444822064,4087,961,122
5,1444822106,4088,961,122
8,1444822454,4091,961,122
10,1444822516,4089,961,122
11,1444822526,4092,961,122
12,1444822815,4093,961,122
13,1444822876,4094,961,122
14,1444823080,4095,961,122
16,1444823143,4096,961,122
18,1444823223,4090,961,122
19,1444823249,4097,961,122
0,1445193368,4098,962,122
1,1445193670,3646,962,122
2,1445194304,4099,962,122
3,1445194551,4100,962,122
0,1445438457,4101,963,122
2,1445438978,300,963,122
3,1445439128,4102,963,122
0,1440559181,2988,968,123
1,1440559193,36,968,123
2,1440559220,37,968,123
3,1440559227,233,968,123
0,1440953014,4125,969,123
1,1440953050,2989,969,123
2,1440953082,4126,969,123
0,1441592103,4128,970,123
1,1441593812,3018,970,123
2,1441593834,41,970,123
0,1442197882,4128,971,123
1,1442197927,19,971,123
2,1442198000,2984,971,123
3,1442198070,12,971,123
5,1442231871,4189,987,125
8,1442231975,81,987,125
9,1442231980,69,987,125
11,1442232019,4191,987,125
12,1442232028,4192,987,125
4,1442232267,4199,987,125
1,1442317502,4211,990,125
3,1442317520,1851,990,125
6,1442317567,4213,990,125
0,1442340922,4216,991,125
1,1442340960,4217,991,125
3,1442341132,4218,991,125
6,1443543875,731,996,125
8,1443543911,725,996,125
14,1443544275,1316,996,125
15,1443544457,4254,996,125
18,1443544515,4255,996,125
0,1443544958,4256,996,125
0,1443619159,4255,997,125
1,1443619221,245,997,125
4,1443619431,4218,997,125
0,1443799264,4257,998,125
2,1443799353,4258,998,125
3,1443799466,4259,998,125
8,1443799669,4261,998,125
10,1443799716,4262,998,125
11,1443799731,2165,998,125
14,1443799782,4264,998,125
0,1440767501,1139,1022,127
1,1440767509,2991,1022,127
2,1440767586,19,1022,127
0,1446791215,3069,1024,127
5,1446792066,302,1024,127
6,1446792146,689,1024,127
10,1446792592,4352,1024,127
16,1446793278,4358,1024,127
0,1446795778,4360,1025,127
2,1446795995,4362,1025,127
4,1446796182,4364,1025,127
6,1446796218,4366,1025,127
9,1446796253,4369,1025,127
0,1440607571,1815,1028,128
1,1440607596,3481,1028,128
2,1440607713,122,1028,128
0,1441267708,122,1029,128
1,1441267736,4405,1029,128
3,1441268028,4407,1029,128
4,1441268210,4408,1029,128
0,1445462337,4077,1031,128
1,1445462387,4412,1031,128
2,1445462479,2349,1031,128
3,1445462868,122,1031,128
4,1445462970,115,1031,128
5,1445463047,149,1031,128
6,1445463236,4413,1031,128
7,1445463362,132,1031,128
0,1445891322,4412,1032,128
1,1445891414,4414,1032,128
2,1445891610,150,1032,128
3,1445891679,4415,1032,128
4,1445891707,2349,1032,128
5,1445891754,4413,1032,128
6,1445891813,1671,1032,128
7,1445891909,4416,1032,128
8,1445891930,4417,1032,128
0,1440407690,9,1165,148
1,1440407761,1723,1165,148
2,1440407773,4957,1165,148
0,1440498669,4962,1168,148
3,1440499020,1729,1168,148
6,1440499161,90,1168,148
1,1441688417,5027,1183,148
3,1441688558,1725,1183,148
5,1441688644,5030,1183,148
6,1441688652,1728,1183,148
7,1441689233,5031,1183,148
9,1441689317,1432,1183,148
11,1441691000,5033,1183,148
14,1441691043,5036,1183,148
15,1441691056,5037,1183,148
17,1441691520,5039,1183,148
1,1442077743,1433,1187,148
2,1442077821,5027,1187,148
7,1442079621,1729,1187,148
0,1442389729,5049,1188,148
2,1442389987,194,1188,148
5,1442390034,220,1188,148
0,1443075954,5339,1275,157
1,1443076062,5340,1275,157
4,1443076265,5341,1275,157
3,1443509750,5341,1277,157
5,1443511479,3661,1277,157
6,1443511504,5347,1277,157
1,1443515648,5348,1278,157
2,1443516502,3661,1278,157
3,1443516505,5347,1278,157
0,1442330664,3380,1292,158
1,1442330730,1163,1292,158
6,1442330979,5379,1292,158
8,1442331022,939,1292,158
9,1442331140,5381,1292,158
0,1442333836,22,1293,158
1,1442334037,2308,1293,158
2,1442334192,813,1293,158
5,1442334299,5385,1293,158
0,1443249510,5391,1295,158
2,1443249734,1223,1295,158
4,1443249950,5394,1295,158
0,1440747367,3241,1337,163
1,1440747389,5502,1337,163
2,1440747438,3247,1337,163
2,1441776679,4855,1341,163
3,1441776715,5511,1341,163
4,1441776723,5512,1341,163
5,1441776793,5510,1341,163
6,1441776819,5513,1341,163
1,1441898432,5510,1344,163
8,1441898965,3241,1344,163
10,1441899323,5518,1344,163
0,1443173220,5539,1349,163
1,1443173278,5540,1349,163
3,1443173471,5541,1349,163
4,1443173507,14,1349,163
0,1440759465,528,1361,164
1,1440761184,653,1361,164
2,1440761259,5559,1361,164
4,1440761337,2446,1361,164
0,1443676352,2325,1363,164
1,1443676761,5563,1363,164
2,1443676812,2151,1363,164
0,1445002583,3077,1367,164
1,1445002657,5572,1367,164
13,1445003175,2607,1367,164
14,1445003177,4074,1367,164
16,1445003277,5575,1367,164
1,1440058871,105,1387,167
2,1440058926,37,1387,167
3,1440058993,3963,1387,167
5,1440059040,3016,1387,167
6,1440059190,3688,1387,167
10,1440059572,5635,1387,167
0,1440067995,2297,1388,167
1,1440068029,3688,1388,167
5,1440068095,3968,1388,167
0,1440842507,2929,1390,167
5,1440842670,34,1390,167
6,1440842680,5648,1390,167
8,1440842723,3048,1390,167
10,1440842780,5651,1390,167
11,1440842811,2992,1390,167
12,1440842838,40,1390,167
0,1441082421,5657,1393,167
2,1441083132,4839,1393,167
4,1441083266,5659,1393,167
0,1441519618,5663,1395,167
1,1441520459,5664,1395,167
2,1441520473,5665,1395,167
0,1441695490,5668,1397,167
1,1441695587,165,1397,167
3,1441696066,8,1397,167
4,1441696080,4839,1397,167
5,1441696094,91,1397,167
7,1441696163,3023,1397,167
0,1441765495,50,1398,167
1,1441765627,2308,1398,167
2,1441765687,941,1398,167
3,1441765708,5670,1398,167
4,1441765717,1139,1398,167
5,1441765742,5671,1398,167
6,1441765761,2405,1398,167
14,1441766090,1304,1398,167
17,1441766166,41,1398,167
0,1441766360,5678,1398,167
2,1441766378,107,1398,167
3,1441766426,2965,1398,167
0,1441892943,3026,1400,167
2,1441892984,3260,1400,167
5,1441893075,2574,1400,167
2,1442146271,5685,1401,167
3,1442146453,5686,1401,167
4,1442146470,2928,1401,167
6,1442146535,5687,1401,167
7,1442146562,5688,1401,167
8,1442146576,5379,1401,167
9,1442146591,5689,1401,167
10,1442146608,5668,1401,167
11,1442146618,165,1401,167
16,1442147848,3710,1401,167
17,1442147875,5693,1401,167
0,1442152598,3160,1402,167
2,1442152653,5695,1402,167
3,1442152664,3972,1402,167
1,1442817536,815,1405,167
2,1442817578,5668,1405,167
3,1442817609,4469,1405,167
5,1442817666,13,1405,167
7,1442817683,1140,1405,167
8,1442817712,22,1405,167
0,1442974509,5391,1406,167
2,1442974587,3054,1406,167
3,1442974616,2866,1406,167
4,1442974995,22,1406,167
5,1442975020,3706,1406,167
1,1443000900,2866,1407,167
2,1443000966,5702,1407,167
3,1443000988,5703,1407,167
4,1443001077,3027,1407,167
5,1443001118,272,1407,167
0,1443070380,2537,1409,167
1,1443070856,30,1409,167
2,1443071131,3178,1409,167
3,1443071159,48,1409,167
0,1443243460,1668,1410,167
1,1443243476,2276,1410,167
2,1443243491,2537,1410,167
3,1443243517,1311,1410,167
4,1443243525,5709,1410,167
5,1443243539,3028,1410,167
6,1443243547,268,1410,167
7,1443243562,30,1410,167
8,1443243573,48,1410,167
9,1443243586,2866,1410,167
0,1443856944,3988,1412,167
1,1443857083,4416,1412,167
2,1443857092,1313,1412,167
3,1443857102,1320,1412,167
4,1443857147,1316,1412,167
5,1443857155,5712,1412,167
6,1443857168,63,1412,167
7,1443857190,5713,1412,167
8,1443857239,2866,1412,167
0,1444314334,21,1417,167
1,1444314359,15,1417,167
2,1444314378,5727,1417,167
0,1444632671,5727,1418,167
1,1444632707,31,1418,167
2,1444632731,1321,1418,167
3,1444632750,1319,1418,167
1,1444806642,3060,1419,167
2,1444806664,5732,1419,167
4,1444806772,316,1419,167
0,1441704776,5763,1428,168
1,1441704783,5764,1428,168
2,1441704806,5765,1428,168
3,1441704855,5766,1428,168
0,1443005176,5770,1431,168
2,1443005979,1301,1431,168
3,1443006017,5772,1431,168
0,1444204932,5782,1435,168
1,1444205532,5783,1435,168
4,1444205539,5786,1435,168
5,1444205561,5787,1435,168
2,1444296451,5789,1436,168
3,1444296454,5790,1436,168
4,1444296457,1789,1436,168
0,1444737342,5793,1438,168
1,1444737348,5794,1438,168
2,1444737390,5795,1438,168
0,1441920092,3248,1453,170
2,1441920257,5851,1453,170
3,1441920319,3227,1453,170
0,1442520542,2170,1454,170
2,1442520586,3227,1454,170
4,1442520665,5853,1454,170
5,1442520787,5854,1454,170
6,1442520910,995,1454,170
7,1442520964,997,1454,170
9,1442521261,5855,1454,170
11,1442521314,3239,1454,170
12,1442521406,3244,1454,170
0,1443619107,5861,1458,170
1,1443619122,5862,1458,170
2,1443619233,5539,1458,170
0,1444084676,5865,1460,170
7,1444085190,5871,1460,170
8,1444085200,5872,1460,170
0,1440522265,5963,1484,174
3,1440522444,2568,1484,174
7,1440522818,5969,1484,174
0,1443291416,5984,1489,174
2,1443291678,523,1489,174
3,1443291696,170,1489,174
4,1443291762,5986,1489,174
5,1444253551,3056,1490,174
6,1444253592,25,1490,174
7,1444253678,5991,1490,174
11,1444253906,5995,1490,174
13,1444254028,2008,1490,174
15,1444254354,5998,1490,174
16,1444254378,5999,1490,174
18,1444254763,6001,1490,174
19,1444254818,6002,1490,174
0,1444254844,6003,1490,174
1,1444254860,5871,1490,174
2,1444254955,5103,1490,174
3,1444254992,6004,1490,174
0,1440786575,464,1521,179
1,1440786653,6115,1521,179
2,1440786716,6116,1521,179
4,1440786828,3008,1521,179
6,1440786931,6118,1521,179
8,1440786985,3975,1521,179
10,1440787162,3969,1521,179
11,1440787200,528,1521,179
0,1442431386,528,1522,179
1,1442431442,3975,1522,179
3,1442431622,6124,1522,179
5,1442431772,6126,1522,179
6,1442431816,6127,1522,179
7,1442431866,6128,1522,179
8,1442431925,6129,1522,179
9,1442431951,228,1522,179
11,1442432250,3020,1522,179
0,1443994151,528,1523,179
1,1443994227,1304,1523,179
2,1443994284,3975,1523,179
0,1444060404,2276,1524,179
1,1444060462,3033,1524,179
2,1444060562,3020,1524,179
0,1443367196,4069,1641,194
1,1443368211,4068,1641,194
2,1443368334,4070,1641,194
3,1443368452,4067,1641,194
0,1444500008,4077,1642,194
1,1444500523,4072,1642,194
2,1444500558,4075,1642,194
3,1444500791,4079,1642,194
4,1444500840,4080,1642,194
5,1444500972,4071,1642,194
6,1444501076,4078,1642,194
7,1444501224,4082,1642,194
8,1444501251,4074,1642,194
9,1444501321,3956,1642,194
10,1444501333,1212,1642,194
11,1444501519,4081,1642,194
12,1444501617,4076,1642,194
0,1444648814,6508,1643,194
1,1444649080,4095,1643,194
2,1444649099,4084,1643,194
3,1444649212,4085,1643,194
4,1444649306,4088,1643,194
5,1444649415,4093,1643,194
7,1444649476,4094,1643,194
12,1444649864,4087,1643,194
13,1444649908,4083,1643,194
14,1444649954,4091,1643,194
15,1444650149,4097,1643,194
16,1444650343,4096,1643,194
17,1444650356,4090,1643,194
18,1444650616,4089,1643,194
0,1445020568,4098,1644,194
1,1445020587,3646,1644,194
2,1445021451,4100,1644,194
3,1445021504,4099,1644,194
1,1445266257,4101,1645,194
2,1445266478,300,1645,194
3,1445266628,4102,1645,194
0,1445013067,28,1667,198
1,1445013173,3032,1667,198
3,1445013272,3962,1667,198
0,1445060249,3028,1668,198
5,1445061938,6384,1668,198
10,1445062443,6551,1668,198
11,1445062489,6552,1668,198
12,1445062555,6553,1668,198
14,1445062691,6554,1668,198
15,1445063062,3032,1668,198
3,1446145020,5741,1670,198
5,1446145148,4132,1670,198
6,1446145223,5750,1670,198
13,1446146268,2,1670,198
0,1440440233,3008,1767,213
1,1440440584,5312,1767,213
2,1440440585,6906,1767,213
3,1440440613,6907,1767,213
4,1440440641,6908,1767,213
5,1440440681,6909,1767,213
6,1440440991,6669,1767,213
7,1440441045,6910,1767,213
8,1440441085,6911,1767,213
9,1440441121,6912,1767,213
10,1440441505,6913,1767,213
11,1440441549,6914,1767,213
12,1440442044,6915,1767,213
0,1445770447,6916,1768,213
1,1445770594,6917,1768,213
2,1445770839,6918,1768,213
3,1445771503,6919,1768,213
0,1445774876,6916,1769,213
1,1445774981,6920,1769,213
2,1445775037,6921,1769,213
3,1445775231,6922,1769,213
0,1443247988,1005,1868,227
1,1443248271,1646,1868,227
3,1443248438,7073,1868,227
4,1443248457,1635,1868,227
0,1443263087,1646,1869,227
1,1443263105,7309,1869,227
2,1443263283,34,1869,227
3,1443263328,352,1869,227
4,1443263400,13,1869,227
5,1443263713,3053,1869,227
6,1443263731,1308,1869,227
0,1443267869,1308,1870,227
1,1443267883,92,1870,227
2,1443267925,1023,1870,227
3,1443268103,1640,1870,227
4,1440062317,3466,1953,239
7,1440062394,6782,1953,239
9,1440062592,3588,1953,239
10,1440062738,431,1953,239
8,1440880992,3638,1958,239
10,1440881080,7632,1958,239
14,1440881158,629,1958,239
0,1441100630,3638,1959,239
3,1441100706,7096,1959,239
7,1441100744,3466,1959,239
12,1441101507,629,1959,239
0,1441475642,7640,1963,239
1,1441475713,7641,1963,239
2,1441475751,7309,1963,239
2,1441639283,1944,1964,239
7,1441639550,4410,1964,239
9,1441639699,7644,1964,239
12,1441640063,7,1964,239
3,1442505031,7649,1969,239
5,1442505296,7274,1969,239
7,1442505393,7651,1969,239
9,1442505419,7653,1969,239
13,1442505518,3482,1969,239
9,1442506104,3473,1969,239
12,1442507396,1944,1969,239
14,1442507500,7659,1969,239
3,1442553398,7662,1970,239
9,1442553964,3484,1970,239
11,1442554299,3474,1970,239
12,1442554316,386,1970,239
16,1442554515,7096,1970,239
0,1442584103,3473,1971,239
4,1442584222,3482,1971,239
5,1442584237,7649,1971,239
8,1442584274,3638,1971,239
9,1442584288,7,1971,239
0,1443540411,4068,2074,249
1,1443540534,4070,2074,249
2,1443541196,4069,2074,249
3,1443541252,4067,2074,249
0,1444673058,4075,2075,249
1,1444673233,1212,2075,249
2,1444673386,4073,2075,249
3,1444673424,4082,2075,249
4,1444673591,4079,2075,249
5,1444673751,4074,2075,249
6,1444673772,4071,2075,249
7,1444673821,3956,2075,249
8,1444674008,4077,2075,249
9,1444674117,4076,2075,249
10,1444674176,4078,2075,249
11,1444674540,4080,2075,249
12,1444674619,4081,2075,249
0,1444821614,6508,2076,249
1,1444821854,4091,2076,249
2,1444821926,4092,2076,249
3,1444822215,4093,2076,249
5,1444822312,4085,2076,249
7,1444822349,4097,2076,249
8,1444822406,4088,2076,249
11,1444822543,4096,2076,249
13,1444822780,4095,2076,249
14,1444822799,4084,2076,249
15,1444822876,4094,2076,249
16,1444822932,4086,2076,249
17,1444822964,4087,2076,249
18,1444823008,4083,2076,249
0,1444823116,4089,2076,249
1,1444823456,4090,2076,249
2,1444824804,8061,2076,249
0,1445193651,4100,2077,249
1,1445194287,3646,2077,249
2,1445194304,4099,2077,249
3,1445194568,4098,2077,249
0,1445438378,300,2078,249
2,1445439128,4102,2078,249
3,1445439357,4101,2078,249
0,1441294840,7193,2336,285
1,1441294972,8746,2336,285
2,1441295120,3688,2336,285
3,1441295140,4729,2336,285
9,1441296072,8751,2336,285
10,1441296091,8752,2336,285
12,1441296343,3969,2336,285
14,1441296491,1373,2336,285
2,1441391445,8760,2338,285
3,1441391706,8761,2338,285
4,1441391793,7,2338,285
1,1441523118,8751,2341,285
8,1441523573,2956,2341,285
14,1441524349,3047,2341,285
17,1441524561,8779,2341,285
19,1441524610,8780,2341,285
0,1441524881,8781,2341,285
1,1441524994,8782,2341,285
0,1442165759,4729,2342,285
2,1442165861,3693,2342,285
3,1442165994,5687,2342,285
4,1442166012,2928,2342,285
5,1442166060,8786,2342,285
8,1442166409,3691,2342,285
12,1442166852,8790,2342,285
13,1442166964,2589,2342,285
14,1442167114,3703,2342,285
15,1442167127,165,2342,285
16,1442167511,5686,2342,285
0,1442167689,8794,2342,285
2,1442167794,5695,2342,285
3,1442167843,8796,2342,285
5,1442167992,8798,2342,285
6,1442168025,8799,2342,285
7,1442168088,8800,2342,285
9,1442168456,8781,2342,285
0,1440440521,6912,2458,303
1,1440440649,6914,2458,303
2,1440440653,6906,2458,303
3,1440440681,6909,2458,303
4,1440441052,6910,2458,303
5,1440441213,6907,2458,303
6,1440441241,6908,2458,303
7,1440441385,6911,2458,303
8,1440441505,6913,2458,303
9,1440441591,6669,2458,303
10,1440441744,6915,2458,303
0,1445770603,6919,2459,303
1,1445770839,6918,2459,303
2,1445771347,6916,2459,303
3,1445771352,6917,2459,303
0,1445774305,6916,2460,303
1,1445774437,6921,2460,303
2,1445774981,6920,2460,303
0,1442390422,9273,2516,311
3,1442390429,9275,2516,311
4,1442390433,9276,2516,311
5,1442390438,9277,2516,311
6,1442390483,9274,2516,311
7,1442391021,9278,2516,311
0,1442727227,9279,2517,311
3,1442727302,8107,2517,311
5,1442727477,9282,2517,311
7,1442727584,9284,2517,311
10,1442727661,9287,2517,311
12,1442727673,9289,2517,311
13,1442727683,9290,2517,311
3,1442731662,9290,2518,311
6,1442731734,9275,2518,311
7,1442731750,9276,2518,311
8,1442731756,9277,2518,311
10,1442731822,4929,2518,311
14,1442732077,7571,2518,311
15,1442732088,1761,2518,311
16,1442732158,9303,2518,311
18,1442732175,9221,2518,311
0,1442732193,2437,2518,311
1,1442732306,2321,2518,311
1,1442771483,9290,2519,311
3,1442771493,9275,2519,311
4,1442771497,9276,2519,311
5,1442771499,9277,2519,311
9,1442771516,7571,2519,311
10,1442771517,1761,2519,311
11,1442771517,9303,2519,311
12,1442771544,9221,2519,311
15,1442771551,2437,2519,311
16,1442771552,2321,2519,311
18,1442771579,9282,2519,311
0,1442771595,8107,2519,311
2,1442771628,9279,2519,311
1,1442826925,9277,2523,311
2,1442827954,9276,2523,311
4,1442828059,9290,2523,311
5,1442828080,9275,2523,311
6,1442828609,9305,2523,311
9,1442828652,4929,2523,311
11,1442829601,9306,2523,311
12,1442830074,9287,2523,311
1,1443696492,9307,2524,311
