item_id,item_idx
7073,790
8205,791
5524,792
19206,793
7605,794
386,795
28091,796
134,797
67,798
10614,799
14788,800
2876,801
14971,802
1308,803
23686,804
7904,805
21954,806
16433,807
8794,808
5037,809
7943,810
10159,811
2517,812
28776,813
5703,814
32829,815
21568,816
3228,817
18679,818
20683,819
21280,820
1100,821
6401,822
1968,823
3950,824
344,825
7208,826
10069,827
18845,828
9579,829
6273,830
2982,831
4929,832
7317,833
4162,834
5083,835
5219,836
7265,837
50,838
5199,839
8145,840
15119,841
4320,842
8800,843
7360,844
1719,845
8698,846
7900,847
1939,848
14937,849
27291,850
4988,851
15003,852
26581,853
2458,854
722,855
11007,856
21400,857
24834,858
32486,859
3035,860
256,861
3872,862
6156,863
858,864
26944,865
1077,866
1037,867
73,868
14884,869
9196,870
3459,871
17429,872
11670,873
25714,874
1202,875
36243,876
1640,877
5317,878
25865,879
20928,880
9492,881
3518,882
9141,883
5883,884
7619,885
18925,886
12521,887
12207,888
2300,889
11884,890
20650,891
16592,892
14650,893
34585,894
17606,895
30130,896
36303,897
35618,898
1774,899
27742,900
9305,901
6262,902
9619,903
1353,904
3661,905
5347,906
11258,907
5033,908
12219,909
8597,910
7868,911
5341,912
6620,913
2103,914
36404,915
3234,916
113,917
20954,918
8985,919
24559,920
1635,921
9894,922
8343,923
6500,924
170,925
20240,926
4069,927
4067,928
4068,929
4070,930
10354,931
12215,932
11269,933
8738,934
3041,935
14345,936
3541,937
19998,938
28291,939
5765,940
5764,941
14052,942
3695,943
2036,944
3983,945
1917,946
7210,947
11697,948
16487,949
2424,950
1337,951
26303,952
1223,953
22373,954
8369,955
5030,956
2518,957
9284,958
5498,959
16322,960
19075,961
26380,962
15486,963
14653,964
18306,965
7120,966
3634,967
6101,968
7046,969
3632,970
1537,971
5855,972
464,973
18277,974
3402,975
21438,976
135,977
33012,978
4469,979
8121,980
2822,981
3434,982
2317,983
9729,984
9444,985
9219,986
11515,987
6468,988
1637,989
13962,990
360,991
12050,992
12670,993
12508,994
377,995
15828,996
25188,997
21744,998
1668,999
3342,1000
23979,1001
4455,1002
9809,1003
17100,1004
23192,1005
2342,1006
10718,1007
20452,1008
941,1009
148,1010
1046,1011
7886,1012
5085,1013
6102,1014
13557,1015
13061,1016
1617,1017
4658,1018
23549,1019
13847,1020
607,1021
1825,1022
9096,1023
35969,1024
23804,1025
14393,1026
15432,1027
14358,1028
3986,1029
2969,1030
15970,1031
14633,1032
1969,1033
3012,1034
43,1035
10090,1036
13908,1037
3369,1038
2128,1039
26536,1040
10140,1041
9710,1042
42251,1043
3030,1044
27340,1045
17162,1046
7364,1047
7426,1048
23194,1049
2170,1050
7680,1051
12008,1052
21623,1053
12895,1054
8005,1055
9709,1056
255,1057
3238,1058
4451,1059
18744,1060
23128,1061
26007,1062
29168,1063
5600,1064
21106,1065
5862,1066
1973,1067
14568,1068
3391,1069
9250,1070
5979,1071
7504,1072
5547,1073
13696,1074
21351,1075
2892,1076
19317,1077
385,1078
13687,1079
8790,1080
4258,1081
935,1082
14796,1083
10160,1084
5039,1085
1338,1086
22551,1087
3471,1088
19674,1089
19675,1090
20959,1091
20640,1092
23061,1093
13036,1094
23806,1095
3913,1096
11892,1097
2879,1098
8427,1099
2666,1100
13853,1101
2574,1102
3432,1103
3767,1104
19886,1105
9451,1106
7316,1107
1373,1108
16544,1109
12900,1110
34960,1111
2597,1112
19820,1113
9635,1114
3474,1115
11605,1116
8339,1117
5712,1118
14093,1119
5225,1120
20392,1121
9519,1122
34894,1123
2247,1124
18209,1125
9289,1126
7463,1127
1795,1128
12723,1129
7205,1130
5757,1131
3924,1132
20676,1133
12673,1134
127,1135
12246,1136
9649,1137
4213,1138
5008,1139
15811,1140
17593,1141
49,1142
5693,1143
1304,1144
6126,1145
6129,1146
4853,1147
22312,1148
10662,1149
18025,1150
12295,1151
2346,1152
15973,1153
15971,1154
22956,1155
6574,1156
2806,1157
470,1158
133,1159
2620,1160
7872,1161
6340,1162
15290,1163
43336,1164
17856,1165
8812,1166
2677,1167
18096,1168
19022,1169
19387,1170
31965,1171
18605,1172
194,1173
1436,1174
29398,1175
10181,1176
2151,1177
6078,1178
13463,1179
4852,1180
8456,1181
5240,1182
8378,1183
12079,1184
8104,1185
19350,1186
6763,1187
15677,1188
9725,1189
12213,1190
27400,1191
15896,1192
6285,1193
14434,1194
16382,1195
15110,1196
6074,1197
19141,1198
3493,1199
4789,1200
2926,1201
11981,1202
23101,1203
3635,1204
25434,1205
32896,1206
14802,1207
14865,1208
1944,1209
5687,1210
3521,1211
77,1212
2438,1213
2770,1214
3242,1215
3148,1216
3433,1217
14589,1218
11334,1219
21146,1220
11323,1221
20786,1222
3261,1223
2785,1224
1584,1225
3046,1226
18027,1227
1013,1228
27600,1229
6180,1230
8640,1231
12685,1232
26955,1233
20310,1234
7537,1235
2639,1236
4855,1237
4410,1238
9310,1239
7309,1240
30710,1241
10303,1242
10290,1243
10520,1244
1764,1245
5986,1246
9276,1247
2405,1248
1440,1249
259,1250
9585,1251
28007,1252
3540,1253
15350,1254
3034,1255
22156,1256
19876,1257
8345,1258
596,1259
6369,1260
5596,1261
24953,1262
4256,1263
25953,1264
4189,1265
10886,1266
3961,1267
3102,1268
7653,1269
11236,1270
31322,1271
16082,1272
2782,1273
3998,1274
15329,1275
9465,1276
12631,1277
10457,1278
13256,1279
8091,1280
3341,1281
14995,1282
15992,1283
15368,1284
5385,1285
3975,1286
8385,1287
15357,1288
11050,1289
10310,1290
1250,1291
4323,1292
10977,1293
6873,1294
9366,1295
1851,1296
19385,1297
4237,1298
1307,1299
7784,1300
4167,1301
1647,1302
21785,1303
3605,1304
18665,1305
20259,1306
2786,1307
11903,1308
18836,1309
17021,1310
15153,1311
10007,1312
11895,1313
13664,1314
13733,1315
15823,1316
3405,1317
5659,1318
5786,1319
5787,1320
9702,1321
8133,1322
16961,1323
3413,1324
9787,1325
7641,1326
5468,1327
6644,1328
3423,1329
23698,1330
1798,1331
11351,1332
7050,1333
8166,1334
5424,1335
14588,1336
7462,1337
3119,1338
1586,1339
25183,1340
15021,1341
28624,1342
9312,1343
5709,1344
5854,1345
15951,1346
232,1347
231,1348
233,1349
7190,1350
3326,1351
3103,1352
8473,1353
10831,1354
16639,1355
19449,1356
8872,1357
18935,1358
9578,1359
24487,1360
21539,1361
1943,1362
11844,1363
5685,1364
22620,1365
1137,1366
4785,1367
8811,1368
2621,1369
12934,1370
6003,1371
989,1372
5865,1373
9900,1374
4129,1375
1491,1376
8990,1377
11728,1378
125,1379
19540,1380
12589,1381
10168,1382
9835,1383
37521,1384
24302,1385
23751,1386
10377,1387
16861,1388
13112,1389
613,1390
14099,1391
5563,1392
2147,1393
22,1394
1020,1395
2511,1396
14178,1397
5432,1398
14038,1399
1646,1400
12676,1401
14075,1402
3384,1403
5789,1404
5526,1405
12091,1406
3236,1407
1536,1408
22964,1409
32319,1410
4255,1411
31902,1412
12957,1413
1144,1414
5351,1415
12051,1416
16343,1417
26170,1418
3371,1419
1023,1420
6072,1421
11333,1422
5872,1423
2164,1424
12102,1425
3241,1426
25516,1427
129,1428
34929,1429
17196,1430
93,1431
4191,1432
10517,1433
5304,1434
2669,1435
25033,1436
42939,1437
3382,1438
2512,1439
6050,1440
5861,1441
92,1442
11549,1443
10741,1444
3029,1445
4164,1446
7668,1447
5853,1448
8871,1449
3240,1450
5871,1451
7439,1452
6185,1453
19690,1454
18902,1455
21279,1456
12082,1457
18486,1458
10882,1459
1009,1460
1005,1461
10214,1462
11213,1463
2379,1464
15766,1465
9233,1466
10267,1467
1561,1468
7160,1469
996,1470
10165,1471
15770,1472
2508,1473
1652,1474
25398,1475
24459,1476
11290,1477
920,1478
14586,1479
9081,1480
14899,1481
9074,1482
9164,1483
13069,1484
9307,1485
10801,1486
10780,1487
2186,1488
32093,1489
17496,1490
16644,1491
1146,1492
10938,1493
3053,1494
6455,1495
12689,1496
27661,1497
546,1498
7644,1499
8131,1500
1140,1501
22920,1502
14327,1503
24863,1504
10361,1505
6696,1506
19838,1507
3473,1508
3482,1509
8,1510
2006,1511
1994,1512
2732,1513
1287,1514
14034,1515
44877,1516
8395,1517
11272,1518
11,1519
2707,1520
30869,1521
11888,1522
939,1523
6076,1524
12217,1525
993,1526
2661,1527
7168,1528
2609,1529
6618,1530
7948,1531
7685,1532
2437,1533
17531,1534
9418,1535
1932,1536
1935,1537
28509,1538
5549,1539
19545,1540
16619,1541
32803,1542
813,1543
3244,1544
6351,1545
5539,1546
5878,1547
17834,1548
863,1549
17854,1550
6914,1551
14188,1552
352,1553
19548,1554
4264,1555
5244,1556
1079,1557
11023,1558
10690,1559
17251,1560
5394,1561
5726,1562
944,1563
34513,1564
7486,1565
13851,1566
5389,1567
2302,1568
33285,1569
36292,1570
1512,1571
13043,1572
29,1573
13,1574
7322,1575
20628,1576
4199,1577
23699,1578
10038,1579
5133,1580
25525,1581
4218,1582
3147,1583
3146,1584
3805,1585
8491,1586
251,1587
7488,1588
10438,1589
362,1590
10252,1591
815,1592
5,1593
20798,1594
21259,1595
8384,1596
6623,1597
18213,1598
865,1599
5510,1600
9726,1601
14981,1602
9290,1603
18859,1604
5348,1605
1212,1606
4072,1607
4073,1608
4082,1609
4076,1610
4079,1611
4080,1612
4081,1613
47,1614
11192,1615
3475,1616
11948,1617
15016,1618
36685,1619
14016,1620
37019,1621
20897,1622
14883,1623
9209,1624
17446,1625
3956,1626
3972,1627
11008,1628
1680,1629
26749,1630
9528,1631
13549,1632
11190,1633
8809,1634
31377,1635
7323,1636
9098,1637
16290,1638
3640,1639
10155,1640
297,1641
27763,1642
6858,1643
2321,1644
1333,1645
22809,1646
1426,1647
8207,1648
7245,1649
2681,1650
21328,1651
7312,1652
528,1653
5688,1654
6632,1655
11553,1656
13084,1657
6379,1658
3642,1659
23892,1660
3644,1661
669,1662
7571,1663
3925,1664
42999,1665
19731,1666
7444,1667
998,1668
19083,1669
2638,1670
33850,1671
4941,1672
8619,1673
12304,1674
18685,1675
3230,1676
3213,1677
3054,1678
2363,1679
3701,1680
3707,1681
3710,1682
20937,1683
15070,1684
3047,1685
12667,1686
21273,1687
12002,1688
5040,1689
19885,1690
33361,1691
9026,1692
7310,1693
3969,1694
2347,1695
2343,1696
8978,1697
605,1698
14947,1699
11491,1700
1132,1701
6768,1702
10141,1703
32011,1704
13432,1705
3256,1706
6052,1707
20241,1708
1723,1709
15718,1710
10698,1711
10261,1712
4262,1713
5797,1714
8359,1715
7324,1716
18290,1717
8917,1718
24377,1719
13805,1720
4091,1721
6508,1722
4092,1723
4086,1724
4087,1725
4083,1726
4095,1727
4084,1728
4093,1729
4094,1730
4085,1731
4097,1732
4088,1733
23290,1734
4089,1735
4096,1736
4090,1737
4261,1738
9406,1739
8061,1740
4612,1741
41645,1742
21691,1743
11377,1744
4482,1745
11738,1746
7361,1747
22877,1748
11083,1749
6089,1750
1759,1751
1827,1752
63,1753
14517,1754
8015,1755
1698,1756
2787,1757
392,1758
5349,1759
6359,1760
8096,1761
17392,1762
5306,1763
22423,1764
5540,1765
126,1766
3457,1767
7573,1768
2012,1769
1044,1770
1310,1771
4957,1772
5069,1773
5049,1774
21048,1775
5429,1776
2610,1777
12078,1778
1306,1779
10455,1780
20860,1781
25315,1782
1161,1783
4672,1784
276,1785
23370,1786
19764,1787
3346,1788
5710,1789
23090,1790
1998,1791
11399,1792
31436,1793
2970,1794
13031,1795
6625,1796
11414,1797
11961,1798
4211,1799
12004,1800
2546,1801
55,1802
16955,1803
19531,1804
6075,1805
8944,1806
5289,1807
22623,1808
16528,1809
2130,1810
5542,1811
109,1812
2595,1813
21078,1814
19016,1815
35907,1816
7104,1817
21074,1818
3546,1819
6897,1820
11648,1821
39319,1822
9199,1823
17011,1824
5105,1825
5465,1826
1358,1827
11094,1828
22397,1829
16852,1830
26306,1831
14623,1832
5670,1833
24089,1834
5046,1835
9048,1836
4078,1837
6186,1838
23021,1839
15365,1840
22208,1841
9183,1842
8838,1843
8873,1844
36095,1845
22503,1846
9021,1847
5790,1848
18023,1849
10728,1850
2680,1851
2671,1852
22125,1853
7440,1854
7690,1855
5056,1856
282,1857
1041,1858
11506,1859
1689,1860
11214,1861
7308,1862
4257,1863
7209,1864
12837,1865
11065,1866
5793,1867
5551,1868
7649,1869
13895,1870
3641,1871
8388,1872
3352,1873
31383,1874
36610,1875
8219,1876
6039,1877
7662,1878
10749,1879
15018,1880
6124,1881
20206,1882
5630,1883
25365,1884
9002,1885
14603,1886
12852,1887
5795,1888
14338,1889
6882,1890
23869,1891
55768,1892
31646,1893
15128,1894
2607,1895
3258,1896
10570,1897
12983,1898
15118,1899
23141,1900
8241,1901
8752,1902
11360,1903
6874,1904
7574,1905
273,1906
1172,1907
10777,1908
1977,1909
10353,1910
19733,1911
19281,1912
6349,1913
1482,1914
4269,1915
6938,1916
16699,1917
15738,1918
28131,1919
7753,1920
2027,1921
2629,1922
6390,1923
6381,1924
30339,1925
1989,1926
22628,1927
16293,1928
168,1929
3935,1930
21272,1931
8128,1932
3033,1933
16160,1934
12234,1935
1601,1936
5763,1937
80,1938
7893,1939
2318,1940
836,1941
5553,1942
11090,1943
10683,1944
10686,1945
9019,1946
12553,1947
2710,1948
8344,1949
7832,1950
3344,1951
268,1952
2972,1953
5269,1954
295,1955
3978,1956
1761,1957
8442,1958
1786,1959
11882,1960
11964,1961
9221,1962
20556,1963
4643,1964
239,1965
235,1966
234,1967
236,1968
238,1969
7936,1970
5543,1971
9210,1972
6770,1973
374,1974
6698,1975
685,1976
25812,1977
9303,1978
3617,1979
2674,1980
2687,1981
14385,1982
1931,1983
10256,1984
11520,1985
4793,1986
15716,1987
9089,1988
30992,1989
14530,1990
992,1991
681,1992
7191,1993
6699,1994
662,1995
8761,1996
3988,1997
4592,1998
680,1999
7467,2000
9988,2001
657,2002
2910,2003
10211,2004
7021,2005
15869,2006
1897,2007
721,2008
7262,2009
9315,2010
20647,2011
9306,2012
12,2013
270,2014
6658,2015
21107,2016
25276,2017
10163,2018
8714,2019
3205,2020
1345,2021
16670,2022
15870,2023
5226,2024
4473,2025
11365,2026
6669,2027
3980,2028
5569,2029
26310,2030
4100,2031
4098,2032
3646,2033
4099,2034
35725,2035
10370,2036
3306,2037
3313,2038
2214,2039
7314,2040
3709,2041
9476,2042
2823,2043
5859,2044
3227,2045
7249,2046
26,2047
10681,2048
9380,2049
4254,2050
23248,2051
8932,2052
7896,2053
1051,2054
17588,2055
17589,2056
20236,2057
5566,2058
8381,2059
3628,2060
9128,2061
20988,2062
15819,2063
2308,2064
7967,2065
1920,2066
4431,2067
13580,2068
2911,2069
3058,2070
9278,2071
30212,2072
1941,2073
12750,2074
1490,2075
1301,2076
5068,2077
620,2078
7110,2079
3112,2080
12663,2081
3495,2082
2606,2083
740,2084
7512,2085
540,2086
18643,2087
11327,2088
16648,2089
24919,2090
3638,2091
3693,2092
8786,2093
13484,2094
4676,2095
32196,2096
7689,2097
7121,2098
11199,2099
11349,2100
1607,2101
2350,2102
15836,2103
8567,2104
3111,2105
8569,2106
12868,2107
8782,2108
3704,2109
14186,2110
5077,2111
12254,2112
13892,2113
11345,2114
8481,2115
17467,2116
5665,2117
7908,2118
32162,2119
27166,2120
5339,2121
9426,2122
11161,2123
11079,2124
1160,2125
2711,2126
5732,2127
396,2128
5702,2129
9020,2130
15442,2131
6002,2132
4291,2133
24366,2134
19147,2135
30675,2136
21087,2137
20484,2138
18555,2139
261,2140
23137,2141
5220,2142
5772,2143
9130,2144
1763,2145
5984,2146
22278,2147
11947,2148
299,2149
14267,2150
9622,2151
10152,2152
7123,2153
7137,2154
22971,2155
16586,2156
5604,2157
22624,2158
8836,2159
11304,2160
21088,2161
21624,2162
4484,2163
3716,2164
2239,2165
3494,2166
5783,2167
2860,2168
153,2169
2010,2170
33013,2171
8986,2172
10547,2173
8857,2174
3919,2175
15439,2176
10282,2177
55771,2178
41455,2179
9030,2180
5717,2181
8745,2182
5663,2183
1279,2184
12090,2185
24323,2186
241,2187
240,2188
237,2189
242,2190
15472,2191
2454,2192
2478,2193
11527,2194
28194,2195
23,2196
11343,2197
12190,2198
1687,2199
3467,2200
24193,2201
7577,2202
7340,2203
279,2204
30,2205
7659,2206
20369,2207
7696,2208
14851,2209
4591,2210
5695,2211
3822,2212
2152,2213
5942,2214
8390,2215
25378,2216
3486,2217
41173,2218
185,2219
5744,2220
21588,2221
8132,2222
7134,2223
6766,2224
1981,2225
2906,2226
1934,2227
3880,2228
3717,2229
12848,2230
11985,2231
10985,2232
17839,2233
2905,2234
2530,2235
5816,2236
4281,2237
1792,2238
1794,2239
9094,2240
5782,2241
3028,2242
9556,2243
4695,2244
22100,2245
1251,2246
34826,2247
4075,2248
1083,2249
14803,2250
23921,2251
23319,2252
11954,2253
2007,2254
5798,2255
30210,2256
11348,2257
26583,2258
2583,2259
11252,2260
10995,2261
34016,2262
6838,2263
11092,2264
10369,2265
18384,2266
27654,2267
8368,2268
30673,2269
15166,2270
1047,2271
1336,2272
4606,2273
19553,2274
4729,2275
6872,2276
10391,2277
15916,2278
9083,2279
21534,2280
30025,2281
8203,2282
3708,2283
3721,2284
6859,2285
19717,2286
3882,2287
2538,2288
1282,2289
27044,2290
48,2291
300,2292
4101,2293
4102,2294
18606,2295
13583,2296
1789,2297
24,2298
3031,2299
20405,2300
1765,2301
2994,2302
7880,2303
9327,2304
19190,2305
9316,2306
9287,2307
18633,2308
5864,2309
2605,2310
1048,2311
52798,2312
7843,2313
5091,2314
12973,2315
8613,2316
5047,2317
4077,2318
23480,2319
33770,2320
122,2321
143,2322
115,2323
132,2324
8052,2325
10664,2326
14945,2327
1043,2328
31447,2329
4961,2330
20987,2331
20986,2332
20985,2333
20983,2334
8970,2335
17214,2336
5103,2337
933,2338
20961,2339
4610,2340
9242,2341
2694,2342
12851,2343
9092,2344
8607,2345
6134,2346
2009,2347
9049,2348
3243,2349
988,2350
9590,2351
7177,2352
2199,2353
11205,2354
25697,2355
19677,2356
8418,2357
30636,2358
3257,2359
4259,2360
14402,2361
14644,2362
11025,2363
22717,2364
11088,2365
16654,2366
12468,2367
1052,2368
25466,2369
14213,2370
12469,2371
1085,2372
38537,2373
1616,2374
9337,2375
15256,2376
7509,2377
28,2378
23782,2379
9134,2380
20304,2381
2537,2382
8711,2383
2702,2384
7927,2385
871,2386
1576,2387
5053,2388
11509,2389
23254,2390
24913,2391
9839,2392
34325,2393
17691,2394
767,2395
14905,2396
1205,2397
5686,2398
11251,2399
5086,2400
7281,2401
15473,2402
6619,2403
27881,2404
1615,2405
10615,2406
1314,2407
7359,2408
2925,2409
5770,2410
5800,2411
16022,2412
1791,2413
220,2414
5305,2415
3026,2416
2778,2417
27381,2418
7708,2419
5294,2420
21490,2421
7130,2422
280,2423
6843,2424
730,2425
11519,2426
11459,2427
8919,2428
1311,2429
16399,2430
18559,2431
10029,2432
13977,2433
3401,2434
601,2435
12583,2436
22613,2437
5999,2438
13054,2439
15234,2440
3703,2441
14960,2442
22635,2443
55773,2444
55772,2445
28699,2446
55767,2447
55769,2448
2000,2449
2001,2450
2004,2451
4111,2452
4104,2453
4103,2454
4105,2455
4106,2456
4107,2457
4108,2458
1619,2459
4109,2460
4110,2461
2665,2462
13163,2463
6169,2464
6011,2465
6015,2466
6001,2467
6017,2468
870,2469
2686,2470
9873,2471
20248,2472
1400,2473
12312,2474
1080,2475
30319,2476
17897,2477
244,2478
14482,2479
3698,2480
8408,2481
14662,2482
22144,2483
2692,2484
25039,2485
1683,2486
8411,2487
420,2488
26768,2489
3224,2490
17453,2491
17211,2492
6552,2493
3732,2494
3734,2495
14185,2496
30840,2497
7879,2498
33788,2499
22855,2500
5727,2501
4071,2502
12990,2503
3609,2504
23249,2505
13426,2506
7510,2507
5668,2508
2929,2509
8606,2510
12935,2511
96,2512
5807,2513
416,2514
5952,2515
5956,2516
16405,2517
940,2518
14624,2519
13971,2520
54,2521
38329,2522
11043,2523
3160,2524
